fit_time,score_time,test_f1,test_roc_auc,test_precision,test_recall
22.358681440353394,0.5076296329498291,0.6645890144137124,0.915205309170853,0.5160314579552329,0.9332603938730853
21.749830722808838,0.4857010841369629,0.6571879936808847,0.9078437973405151,0.5142150803461063,0.9102844638949672
17.651171922683716,0.4807403087615967,0.647678501755755,0.895753074244152,0.5033353547604609,0.9080962800875274
17.241645574569702,0.4779319763183594,0.6590461174615687,0.9086757260163122,0.5150955021565004,0.9146608315098468
17.81666326522827,0.4757204055786133,0.6632083000798085,0.905031913977271,0.5219849246231156,0.9091903719912473
17.803329706192017,0.47768521308898926,0.6679841897233201,0.9109739512087957,0.5228960396039604,0.9245076586433261
18.113611459732056,0.47188544273376465,0.6552819698173153,0.9013755992208549,0.5143391521197007,0.9026258205689278
17.453835248947144,0.47768354415893555,0.6664022213407378,0.9111496977017746,0.522713130056005,0.9190371991247265
17.82805871963501,0.47469234466552734,0.6624655376132336,0.914854928430357,0.517220172201722,0.9211391018619934
17.242300510406494,0.47771167755126953,0.6757297081167534,0.9158560767249041,0.5321158690176322,0.9255202628696605
17.895779371261597,0.4716970920562744,0.652882703777336,0.905591603822565,0.5128044971892567,0.8982494529540481
17.86235761642456,0.5046236515045166,0.6504816955684006,0.9037266295410346,0.5020820939916716,0.9234135667396062
18.400372982025146,0.5226023197174072,0.6666666666666666,0.9125250013236577,0.5259165613147914,0.9102844638949672
17.78467297554016,0.4627230167388916,0.6648022373152217,0.9050688578533987,0.5235997482693517,0.9102844638949672
17.27877926826477,0.4787459373474121,0.6555727554179566,0.9094043303754527,0.5071856287425149,0.9266958424507659
18.141880750656128,0.4777500629425049,0.6661354581673308,0.9072278026572722,0.5238095238095238,0.9146608315098468
17.31886911392212,0.4717388153076172,0.6674669867947179,0.9118182874615803,0.5261829652996846,0.912472647702407
17.898237705230713,0.47771477699279785,0.6645569620253164,0.9119510963053844,0.5204460966542751,0.9190371991247265
17.4361834526062,0.4856741428375244,0.6745562130177515,0.9168631583360923,0.5271270036991369,0.9364731653888281
17.82667326927185,0.4727616310119629,0.6533018867924528,0.9057686473264277,0.5095033721643164,0.9101861993428259
17.449317693710327,0.5614979267120361,0.6650943396226415,0.9077789973866652,0.5190184049079755,0.925601750547046
17.477906465530396,0.49567461013793945,0.6510878323932312,0.8964664664190043,0.5153061224489796,0.8840262582056893
17.584001302719116,0.547534704208374,0.6588602654176424,0.9067751907844983,0.5121359223300971,0.9234135667396062
19.38183832168579,0.4888644218444824,0.6606724003127443,0.9073645147550284,0.5139902676399026,0.9245076586433261
17.236899614334106,0.474717378616333,0.6658758402530646,0.9146363339663184,0.5213622291021672,0.9212253829321663
17.71763515472412,0.4777228832244873,0.6717191862784203,0.9142453610740354,0.5285624607658506,0.9212253829321663
17.234440565109253,0.4707674980163574,0.6546168958742633,0.9148039172284691,0.5107296137339056,0.9113785557986871
18.156052827835083,0.47170162200927734,0.6588235294117647,0.9095876127294115,0.5134474327628362,0.9190371991247265
17.1787052154541,0.49471473693847656,0.656025538707103,0.8966434041098899,0.5160075329566854,0.9003285870755751
17.759515285491943,0.4637601375579834,0.6661360923199363,0.9124489685324575,0.523125,0.9167579408543264
