fit_time,score_time,test_f1,test_roc_auc,test_precision,test_recall
17.38690948486328,0.4876575469970703,0.697921273772667,0.918892189471904,0.5857461024498887,0.8632385120350109
17.94242835044861,0.47170066833496094,0.7024830699774266,0.9126591451305599,0.5980015372790162,0.8512035010940919
17.48390555381775,0.5495383739471436,0.6735057983942907,0.9003230514772413,0.5685240963855421,0.8260393873085339
17.514678955078125,0.4796898365020752,0.6984409799554566,0.9125929622508658,0.5890308039068369,0.8577680525164114
17.38763952255249,0.5046510696411133,0.6936416184971098,0.9083359213802706,0.5842696629213483,0.8533916849015317
17.35260796546936,0.48566102981567383,0.7073496659242763,0.9161935084670623,0.5965439519158527,0.8687089715536105
17.64430284500122,0.46973085403442383,0.6869955156950673,0.9054207352550563,0.5820668693009119,0.838074398249453
17.402048110961914,0.472104549407959,0.6963162623539982,0.9136469782825921,0.5907012195121951,0.8479212253829321
17.55109453201294,0.48099374771118164,0.6925452139391267,0.9182396877967894,0.5797636632200887,0.859802847754655
17.29597282409668,0.4787459373474121,0.715261958997722,0.9182919009832298,0.6123244929797191,0.859802847754655
17.898792266845703,0.4728682041168213,0.6897171082173328,0.9084341091152198,0.584920030464585,0.8402625820568927
17.097877979278564,0.47774815559387207,0.6900175131348512,0.9078706656140625,0.5751824817518248,0.862144420131291
17.68863320350647,0.4677753448486328,0.6991506481895395,0.9168334080113288,0.5910808767951625,0.8555798687089715
17.89524269104004,0.47383856773376465,0.6995073891625615,0.9085514602511551,0.5921152388172858,0.8544857768052516
17.140374660491943,0.478679895401001,0.6919347730277655,0.9153031017841324,0.5793357933579336,0.8588621444201313
17.726194858551025,0.5450317859649658,0.6905951840072694,0.9113074338981204,0.5905205905205905,0.8315098468271335
17.508201360702515,0.47170138359069824,0.7085242896425297,0.9152833729651788,0.6096214511041009,0.8457330415754923
17.763808727264404,0.47072696685791016,0.6969424460431656,0.9142938284995131,0.5916030534351145,0.8479212253829321
17.14734148979187,0.4697699546813965,0.7018165706690297,0.9216628159441668,0.5892857142857143,0.8674698795180723
18.755424737930298,0.522627592086792,0.6817375886524822,0.9090224781723171,0.5725986597170514,0.8422782037239869
18.28677248954773,0.48171210289001465,0.6969016614279299,0.9117175701913891,0.591012947448591,0.849015317286652
17.592310428619385,0.4667789936065674,0.6753832281334534,0.9020880599763085,0.5743865030674846,0.8194748358862144
17.295633792877197,0.47375917434692383,0.6920353982300885,0.9113273875424461,0.5809806835066865,0.8555798687089715
19.09237766265869,0.5176165103912354,0.6942366915970084,0.9124165404252932,0.5805739514348786,0.8632385120350109
17.469472885131836,0.47072935104370117,0.7079964061096137,0.9177277659109571,0.600609756097561,0.862144420131291
17.634961128234863,0.4736926555633545,0.7086897793786582,0.9169612298715143,0.6021423106350421,0.8610503282275711
17.175828456878662,0.47672581672668457,0.6900221729490021,0.9170711539191257,0.5801640566741237,0.8512035010940919
18.00657320022583,0.4727208614349365,0.6918967052537845,0.9142774250262455,0.5833333333333334,0.850109409190372
16.864525079727173,0.4658999443054199,0.6759425493716339,0.899998101338675,0.5726235741444867,0.8247535596933188
17.87296175956726,0.4727623462677002,0.7029213483146067,0.9163461686794455,0.5960365853658537,0.8565169769989047
