params,mean_test_score,std_test_score,rank_test_score,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,split5_test_score,split6_test_score,split7_test_score,split8_test_score,split9_test_score,split10_test_score,split11_test_score,split12_test_score,split13_test_score,split14_test_score,split15_test_score,split16_test_score,split17_test_score,split18_test_score,split19_test_score,split20_test_score,split21_test_score,split22_test_score,split23_test_score,split24_test_score,split25_test_score,split26_test_score,split27_test_score,split28_test_score,split29_test_score
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg'}",0.6545438631130724,0.012541817992992756,91,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6591314693634741,0.6503667481662592,0.6614832535885168,0.6410725167580743,0.6416256157635468,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6557773744706594,0.6426389737324374,0.6855763427881714,0.6535947712418301,0.6557377049180327,0.6410256410256411,0.6489746682750301,0.6459854014598541,0.6658566221142163,0.6593673965936739,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs'}",0.6546139503462534,0.012530345148143827,88,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6587395957193817,0.6503667481662592,0.6614832535885168,0.6419001218026796,0.6412307692307693,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6569872958257713,0.6426389737324374,0.6851963746223565,0.6535947712418301,0.6573681018799272,0.6410256410256411,0.6489746682750301,0.6455927051671733,0.6666666666666666,0.6585514303104077,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'l2', 'estimator__solver': 'sag'}",0.6545438631130724,0.012541817992992756,91,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6591314693634741,0.6503667481662592,0.6614832535885168,0.6410725167580743,0.6416256157635468,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6557773744706594,0.6426389737324374,0.6855763427881714,0.6535947712418301,0.6557377049180327,0.6410256410256411,0.6489746682750301,0.6459854014598541,0.6658566221142163,0.6593673965936739,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'none', 'estimator__solver': 'newton-cg'}",,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'none', 'estimator__solver': 'lbfgs'}",,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'estimator__C': 0.01, 'estimator__max_iter': 100, 'estimator__penalty': 'none', 'estimator__solver': 'sag'}",,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"{'estimator__C': 0.01, 'estimator__max_iter': 200, 'estimator__penalty': 'l2', 'estimator__solver': 'newton-cg'}",0.6545438631130724,0.012541817992992756,91,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6591314693634741,0.6503667481662592,0.6614832535885168,0.6410725167580743,0.6416256157635468,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6557773744706594,0.6426389737324374,0.6855763427881714,0.6535947712418301,0.6557377049180327,0.6410256410256411,0.6489746682750301,0.6459854014598541,0.6658566221142163,0.6593673965936739,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 200, 'estimator__penalty': 'l2', 'estimator__solver': 'lbfgs'}",0.6546139503462534,0.012530345148143827,88,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6587395957193817,0.6503667481662592,0.6614832535885168,0.6419001218026796,0.6412307692307693,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6569872958257713,0.6426389737324374,0.6851963746223565,0.6535947712418301,0.6573681018799272,0.6410256410256411,0.6489746682750301,0.6455927051671733,0.6666666666666666,0.6585514303104077,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 200, 'estimator__penalty': 'l2', 'estimator__solver': 'sag'}",0.6545438631130724,0.012541817992992756,91,0.6727162734422263,0.6592729513247073,0.6524129505192425,0.6577669902912622,0.6383763837638377,0.6601823708206687,0.6317088217149908,0.6591314693634741,0.6503667481662592,0.6614832535885168,0.6410725167580743,0.6416256157635468,0.6735562310030395,0.6357535082367297,0.6638297872340425,0.6513931888544892,0.6557773744706594,0.6426389737324374,0.6855763427881714,0.6535947712418301,0.6557377049180327,0.6410256410256411,0.6489746682750301,0.6459854014598541,0.6658566221142163,0.6593673965936739,0.668693009118541,0.6706875753920386,0.6377171215880894,0.6540342298288508
"{'estimator__C': 0.01, 'estimator__max_iter': 200, 'estimator__penalty': 'none', 'estimator__solver': 'newton-cg'}",,,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
